1656;23;223;253;Dhenri;x
1657;24;253;253;Othuria;x
1658;25;203;203;Thoreisk;x
1659;26;203;253;Halquh;x
1660;27;223;253;Hetho;x
1661;28;253;253;Iecinzae;x
1662;29;203;203;Thriax;x
1663;30;203;253;Akogze;x
1664;31;223;253;Ronqus;x
1665;32;253;253;Yang Xun;x
1666;33;203;203;Huang Hai;x
1667;34;203;253;Feng Chang;x
1668;35;223;253;Sun Jia;x
1669;36;253;253;Xuan Ping;x
1670;37;203;203;Lang Lingxin;x
1671;38;203;253;Yu Gengxin;x
1672;39;223;253;Xiao Zhou;x
1673;40;253;253;Qiu Huang;x
1674;41;203;203;Duan Ruogang;x
1675;42;203;253;Lu Zheng;x
1676;43;223;253;Xuan Shui;x
1677;44;253;253;Zhu Yaling;x
1678;45;203;203;Yuan Jian;x
1679;46;203;253;Qiu Guo;x
1680;47;223;253;Kang Na;x
1681;48;253;253;Liu He;x
1682;49;203;203;Wen Chang;x
1683;50;203;253;Zhu Chin;x
1684;51;223;253;Tao Bi;x
1685;52;253;253;Cao Su;x
1686;53;203;203;Cai Ju;x
1687;54;203;253;Ma Jin;x
1688;55;223;253;Gu Ling;x
1689;56;253;253;Huo Lim;x
1690;57;203;203;Chang Ai;x
1691;58;203;253;Feng Wen;x
1692;59;223;253;Mo Zexi;x
1693;60;253;253;Xiong Wu;x
1694;61;203;203;Cui An;x
1695;62;203;253;Shao Rong;x
1696;63;223;253;Lang My;x
1697;64;253;253;Su Xia;x
1698;65;203;203;Tian Wuying;x
1699;66;203;253;Wan Min;x
1700;67;223;253;Mo Xia;x
1701;68;253;253;Xie Shun;x
1702;69;203;203;Zeng Lan;x
1703;70;203;253;Kang Chen;x
1704;71;223;253;Xie Lian;x
1705;72;253;253;He Tai;x
1706;73;203;203;Xue Yang;x
1707;74;203;253;Geng Wuying;x
1708;75;223;253;Hu Shuren;x
1709;76;253;253;Fang Fu;x
1710;77;203;203;Dong Rong;x
1711;78;203;253;Jiang Long;x
1712;79;223;253;Tang Chen;x
1713;80;253;253;Ma Wei;x
1714;81;203;203;Fan Fen;x
1715;82;203;253;Hou Qing;x
1716;83;223;253;Liao Jun;x
1717;85;203;203;Xia Zheng;x
1718;86;203;253;Su Tai;x
1719;87;223;253;Xuan Xinyi;x
1720;88;253;253;Du Zedong;x
1721;89;203;203;Peng Zhi;x
1722;90;203;253;Cao Xieren;x
1723;91;223;253;Qiao Feng;x
1724;92;253;253;Wu Li;x
1725;93;203;203;Lysiphoia;x
1726;94;203;253;Othreila;x
1727;95;223;253;Psalanise;x
1728;96;253;253;Neselia;x
1729;97;203;203;Thesinix;x
1730;98;203;253;Isaia;x
1731;99;223;253;Oriphanea;x
1732;100;253;253;Zeuxephila;x
1733;101;203;203;Eupheila;x
1734;102;203;253;Galixise;x
1735;103;223;253;Salaphali;x
1736;104;203;203;Daphosise;x
1737;106;203;253;Kissithis;x
1738;107;223;253;Ashiasse;x
1739;108;253;253;Castethia;x
1740;109;203;203;Isalise;x
1741;110;203;253;Messithise;x
1742;66;68;126;Thespice;x
1743;194;70;173;Phoessei;x
1744;66;72;32;Praxossia;x
1745;195;74;79;Iasaeia;x
1746;67;76;126;Prosaphaura;x
1747;195;78;173;Adozelia;x
1748;67;80;32;Klephaxise;x
1749;195;82;79;Messeusa;x
1750;67;84;126;Idaphethe;x
1751;195;86;173;Diososise;x
1752;68;88;32;Olithymes;x
1753;196;90;79;Thoseilise;x
1754;68;92;126;Cireithe;x
1755;196;94;173;Nyshiphia;x
1756;68;96;32;Thesithe;x
1757;196;98;79;Kisephine;x
1758;68;100;126;Phalusi;x
1759;197;102;173;Kathosi;x
1760;69;104;32;Saphypso;x
1761;197;106;79;Anthorise;x
1762;69;108;126;Pherenia;x
1763;197;110;173;Aelais;x
1764;69;112;32;Euphanise;x
1765;197;114;79;Nixesi;x
1766;70;116;126;Aphixera;x
1767;198;118;173;Ero;x
1768;70;120;32;Themo;x
1769;198;122;79;Vetho;x
1770;70;124;126;Peihilmei;x
1771;198;126;173;Athrili;x
1772;70;128;32;Ami;x
1773;199;130;79;Hadae;x
1774;71;132;126;Teatho;x
1775;199;134;173;Tethi;x
1776;71;136;32;Cavaspho;x
1777;199;138;79;Healmerro;x
1778;71;140;126;Vanrelei;x
1779;199;142;173;Werrae;x
1780;72;144;32;Deho;x
1781;200;146;79;Merri;x
1782;72;148;126;Nato;x
1783;200;150;173;Hilnillo;x
1784;72;152;32;Tithei;x
1785;200;154;79;Mevei;x
1786;72;156;126;Vathelrae;x
1787;201;158;173;Pelanro;x
1788;73;32;32;Talnefi;x
1789;201;34;79;Theavei;x
1790;73;36;126;Eshinyi;x
1791;201;38;173;Warro;x
1792;201;42;79;Niffo;x
1793;74;44;126;Tempherei;x
1794;202;46;173;Eillae;x
1795;74;48;32;Cedo;x
1796;202;50;79;Cetelno;x
1797;74;52;126;Naeshefei;x
1798;202;54;173;Aro;x
1799;74;56;32;Eiho;x
1800;203;58;79;Melphreto;x
1801;75;60;126;Scitri;x
1802;203;62;173;Yphe;x
1803;75;64;32;Linte;x
1804;203;66;79;Scydinif;x
1805;75;68;126;Vaemofeoph;x
1806;203;70;173;Epi;x
1807;76;72;32;Iadhos;x
1808;204;74;79;Cearli;x
1809;76;76;126;Maensesh;x
1810;204;78;173;Moethenes;x
1811;76;80;32;Eanze;x
1812;204;82;79;Tyrefi;x
1813;76;84;126;Merro;x
1814;205;86;173;Thritta;x
1815;77;88;32;Yrrama;x
1816;205;90;79;Savene;x
1817;77;92;126;Phrermes;x
1818;205;94;173;Suimbi;x
1819;77;96;32;Aephra;x
1820;205;98;79;Tastrerea;x
1821;78;100;126;Veanave;x
